file_id,project_id,project_name,source_file,file_type,relative_path,absolute_path,file_size_bytes,modified_time,status,error_message
542bed0f8c00,aglc___automation_agency_of_record,AGLC - Automation Agency of Record,10-RFSQ 2025-002 Amendment 07.docx,docx,Tenders - Raw and Annotated/AGLC - Automation Agency of Record/AGLC - Automation Agency of Record - Raw/10-RFSQ 2025-002 Amendment 07.docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\AGLC - Automation Agency of Record\AGLC - Automation Agency of Record - Raw\10-RFSQ 2025-002 Amendment 07.docx,78667,2026-06-10T03:01:04,pending,
e4c555ef70e3,aglc___automation_agency_of_record,AGLC - Automation Agency of Record,2-RFSQ 2025-002 (Roster with Pricing) Automation Agency of Record.docx,docx,Tenders - Raw and Annotated/AGLC - Automation Agency of Record/AGLC - Automation Agency of Record - Raw/2-RFSQ 2025-002 (Roster with Pricing) Automation Agency of Record.docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\AGLC - Automation Agency of Record\AGLC - Automation Agency of Record - Raw\2-RFSQ 2025-002 (Roster with Pricing) Automation Agency of Record.docx,950660,2026-06-10T03:01:02,pending,
dfb0b5281064,aglc___automation_agency_of_record,AGLC - Automation Agency of Record,3-Appendix A Form of Agreement (Master Roster Framework Agreement).docx,docx,Tenders - Raw and Annotated/AGLC - Automation Agency of Record/AGLC - Automation Agency of Record - Raw/3-Appendix A Form of Agreement (Master Roster Framework Agreement).docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\AGLC - Automation Agency of Record\AGLC - Automation Agency of Record - Raw\3-Appendix A Form of Agreement (Master Roster Framework Agreement).docx,820921,2026-06-10T03:01:04,pending,
d5e53491a705,aglc___automation_agency_of_record,AGLC - Automation Agency of Record,4-RFSQ 2025-002 Amendment 01.docx,docx,Tenders - Raw and Annotated/AGLC - Automation Agency of Record/AGLC - Automation Agency of Record - Raw/4-RFSQ 2025-002 Amendment 01.docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\AGLC - Automation Agency of Record\AGLC - Automation Agency of Record - Raw\4-RFSQ 2025-002 Amendment 01.docx,82467,2026-06-10T03:01:04,pending,
3d0031c302c0,aglc___automation_agency_of_record,AGLC - Automation Agency of Record,5-RFSQ 2025-002 Amendment 02.docx,docx,Tenders - Raw and Annotated/AGLC - Automation Agency of Record/AGLC - Automation Agency of Record - Raw/5-RFSQ 2025-002 Amendment 02.docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\AGLC - Automation Agency of Record\AGLC - Automation Agency of Record - Raw\5-RFSQ 2025-002 Amendment 02.docx,79484,2026-06-10T03:01:04,pending,
c34eddc40e42,aglc___automation_agency_of_record,AGLC - Automation Agency of Record,6-RFSQ 2025-002 Amendment 03.docx,docx,Tenders - Raw and Annotated/AGLC - Automation Agency of Record/AGLC - Automation Agency of Record - Raw/6-RFSQ 2025-002 Amendment 03.docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\AGLC - Automation Agency of Record\AGLC - Automation Agency of Record - Raw\6-RFSQ 2025-002 Amendment 03.docx,78715,2026-06-10T03:01:04,pending,
f64db3137681,aglc___automation_agency_of_record,AGLC - Automation Agency of Record,7-RFSQ 2025-002 Amendment 04.docx,docx,Tenders - Raw and Annotated/AGLC - Automation Agency of Record/AGLC - Automation Agency of Record - Raw/7-RFSQ 2025-002 Amendment 04.docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\AGLC - Automation Agency of Record\AGLC - Automation Agency of Record - Raw\7-RFSQ 2025-002 Amendment 04.docx,81256,2026-06-10T03:01:02,pending,
746c4dcd8fbd,aglc___automation_agency_of_record,AGLC - Automation Agency of Record,8-RFSQ 2025-002 Amendment 05.docx,docx,Tenders - Raw and Annotated/AGLC - Automation Agency of Record/AGLC - Automation Agency of Record - Raw/8-RFSQ 2025-002 Amendment 05.docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\AGLC - Automation Agency of Record\AGLC - Automation Agency of Record - Raw\8-RFSQ 2025-002 Amendment 05.docx,79254,2026-06-10T03:01:02,pending,
c095ad4213f1,aglc___automation_agency_of_record,AGLC - Automation Agency of Record,9-RFSQ 2025-002 Amendment 06.docx,docx,Tenders - Raw and Annotated/AGLC - Automation Agency of Record/AGLC - Automation Agency of Record - Raw/9-RFSQ 2025-002 Amendment 06.docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\AGLC - Automation Agency of Record\AGLC - Automation Agency of Record - Raw\9-RFSQ 2025-002 Amendment 06.docx,82118,2026-06-10T03:01:04,pending,
7681fe6bf98e,automated_truck_data_collection_using_machine_learning_(rfi),Automated Truck Data Collection Using Machine Learning (RFI),Appendix_A_-_Submission_Declaration_Form.docx,docx,Tenders - Raw and Annotated/Automated Truck Data Collection Using Machine Learning (RFI)/Automated Truck Data Collection Using Machine Learning (RFI) - Raw/Appendix_A_-_Submission_Declaration_Form.docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Automated Truck Data Collection Using Machine Learning (RFI)\Automated Truck Data Collection Using Machine Learning (RFI) - Raw\Appendix_A_-_Submission_Declaration_Form.docx,36199,2026-06-10T03:00:58,pending,
d8b974876ec5,automated_truck_data_collection_using_machine_learning_(rfi),Automated Truck Data Collection Using Machine Learning (RFI),Appendix_B_-_Submission_Response_Form.docx,docx,Tenders - Raw and Annotated/Automated Truck Data Collection Using Machine Learning (RFI)/Automated Truck Data Collection Using Machine Learning (RFI) - Raw/Appendix_B_-_Submission_Response_Form.docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Automated Truck Data Collection Using Machine Learning (RFI)\Automated Truck Data Collection Using Machine Learning (RFI) - Raw\Appendix_B_-_Submission_Response_Form.docx,50922,2026-06-10T03:00:58,pending,
75dfabfd251a,automated_truck_data_collection_using_machine_learning_(rfi),Automated Truck Data Collection Using Machine Learning (RFI),RFI_Automated_Truck_Data_Collection.pdf,pdf,Tenders - Raw and Annotated/Automated Truck Data Collection Using Machine Learning (RFI)/Automated Truck Data Collection Using Machine Learning (RFI) - Raw/RFI_Automated_Truck_Data_Collection.pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Automated Truck Data Collection Using Machine Learning (RFI)\Automated Truck Data Collection Using Machine Learning (RFI) - Raw\RFI_Automated_Truck_Data_Collection.pdf,662404,2026-06-10T03:00:58,pending,
46ea879be100,city_of_calgary___negotiated_request_for_proposal___rfp_24_1659_–_learning_experience_platform,City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform,RFP 24-1659 Appendix G - Business Questionnaire.docx,docx,Tenders - Raw and Annotated/City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform/City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform Raw/RFP 24-1659 Appendix G - Business Questionnaire.docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform\City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform Raw\RFP 24-1659 Appendix G - Business Questionnaire.docx,365591,2026-06-10T03:01:04,pending,
aea35e86954d,city_of_calgary___negotiated_request_for_proposal___rfp_24_1659_–_learning_experience_platform,City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform,RFP 24-1659 Appendix K - IT Technical Questionnaire Cloud.docx,docx,Tenders - Raw and Annotated/City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform/City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform Raw/RFP 24-1659 Appendix K - IT Technical Questionnaire Cloud.docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform\City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform Raw\RFP 24-1659 Appendix K - IT Technical Questionnaire Cloud.docx,690218,2026-06-10T03:01:02,pending,
9c54531fc187,city_of_calgary___negotiated_request_for_proposal___rfp_24_1659_–_learning_experience_platform,City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform,RFP 24-1659 Learning Experience Platform.docx,docx,Tenders - Raw and Annotated/City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform/City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform Raw/RFP 24-1659 Learning Experience Platform.docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform\City of Calgary - Negotiated Request for Proposal - RFP 24-1659 – Learning Experience Platform Raw\RFP 24-1659 Learning Experience Platform.docx,529607,2026-06-10T03:01:04,pending,
5a31c8acff78,consulting_services_for_artificial_intelligence_and_business_intelligence_solutions,Consulting Services for Artificial Intelligence and Business Intelligence Solutions,FileSummary.pdf,pdf,Tenders - Raw and Annotated/Consulting Services for Artificial Intelligence and Business Intelligence Solutions/Consulting Services for Artificial Intelligence and Business Intelligence Solutions - Raw/FileSummary.pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Consulting Services for Artificial Intelligence and Business Intelligence Solutions\Consulting Services for Artificial Intelligence and Business Intelligence Solutions - Raw\FileSummary.pdf,1911,2026-06-10T03:01:00,pending,
f7eefd302da8,consulting_services_for_artificial_intelligence_and_business_intelligence_solutions,Consulting Services for Artificial Intelligence and Business Intelligence Solutions,Addendum 1 - COL-25-111.pdf,pdf,Tenders - Raw and Annotated/Consulting Services for Artificial Intelligence and Business Intelligence Solutions/Consulting Services for Artificial Intelligence and Business Intelligence Solutions - Raw/Addenda/Addendum 1 - COL-25-111.pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Consulting Services for Artificial Intelligence and Business Intelligence Solutions\Consulting Services for Artificial Intelligence and Business Intelligence Solutions - Raw\Addenda\Addendum 1 - COL-25-111.pdf,274103,2026-06-10T03:01:02,pending,
bd6d3dcf6e86,consulting_services_for_artificial_intelligence_and_business_intelligence_solutions,Consulting Services for Artificial Intelligence and Business Intelligence Solutions,Addendum 2 - COL-25-111.pdf,pdf,Tenders - Raw and Annotated/Consulting Services for Artificial Intelligence and Business Intelligence Solutions/Consulting Services for Artificial Intelligence and Business Intelligence Solutions - Raw/Addenda/Addendum 2 - COL-25-111.pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Consulting Services for Artificial Intelligence and Business Intelligence Solutions\Consulting Services for Artificial Intelligence and Business Intelligence Solutions - Raw\Addenda\Addendum 2 - COL-25-111.pdf,277199,2026-06-10T03:01:02,pending,
bf8725aebbf0,consulting_services_for_artificial_intelligence_and_business_intelligence_solutions,Consulting Services for Artificial Intelligence and Business Intelligence Solutions,Attachment 1 - Indemnification & Insurance.pdf,pdf,Tenders - Raw and Annotated/Consulting Services for Artificial Intelligence and Business Intelligence Solutions/Consulting Services for Artificial Intelligence and Business Intelligence Solutions - Raw/Documents/Attachment 1 - Indemnification & Insurance.pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Consulting Services for Artificial Intelligence and Business Intelligence Solutions\Consulting Services for Artificial Intelligence and Business Intelligence Solutions - Raw\Documents\Attachment 1 - Indemnification & Insurance.pdf,879532,2026-06-10T03:01:00,pending,
eff83044c343,consulting_services_for_artificial_intelligence_and_business_intelligence_solutions,Consulting Services for Artificial Intelligence and Business Intelligence Solutions,COL-25-111 RFQ.pdf,pdf,Tenders - Raw and Annotated/Consulting Services for Artificial Intelligence and Business Intelligence Solutions/Consulting Services for Artificial Intelligence and Business Intelligence Solutions - Raw/Documents/COL-25-111 RFQ.pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Consulting Services for Artificial Intelligence and Business Intelligence Solutions\Consulting Services for Artificial Intelligence and Business Intelligence Solutions - Raw\Documents\COL-25-111 RFQ.pdf,461835,2026-06-10T03:01:02,pending,
fcbafc6d3bdc,csv_download_integration_services_for_data_centre,CSV Download Integration Services for Data Centre,RFP21426003-CSV-Download-Integration-Services-for-Data-Centre_2025-08-26-163851_caqf.pdf,pdf,Tenders - Raw and Annotated/CSV Download Integration Services for Data Centre/CSV Download Integration Services for Data Centre - Raw/RFP21426003-CSV-Download-Integration-Services-for-Data-Centre_2025-08-26-163851_caqf.pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\CSV Download Integration Services for Data Centre\CSV Download Integration Services for Data Centre - Raw\RFP21426003-CSV-Download-Integration-Services-for-Data-Centre_2025-08-26-163851_caqf.pdf,315102,2026-06-10T03:00:56,pending,
22e3c08eadb0,"eco_canada,_digital_courses_development___ai_in_the_ocean_sector","ECO Canada, Digital Courses Development - AI in the Ocean Sector",ECO Canada AI in the Ocean Sector Digital Learning(DOCX) (1).pdf,pdf,"Tenders - Raw and Annotated/ECO Canada, Digital Courses Development - AI in the Ocean Sector/ECO Canada, Digital Courses Development - AI in the Ocean Sector - Raw/ECO Canada AI in the Ocean Sector Digital Learning(DOCX) (1).pdf","D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\ECO Canada, Digital Courses Development - AI in the Ocean Sector\ECO Canada, Digital Courses Development - AI in the Ocean Sector - Raw\ECO Canada AI in the Ocean Sector Digital Learning(DOCX) (1).pdf",740788,2026-06-10T03:00:58,pending,
96482e28fb38,glenbow_alberta_institute___website_development,Glenbow-Alberta Institute - Website Development,AB-2025-04837-2025 Glenbow Website RFP Question Answers_20250805.pdf,pdf,Tenders - Raw and Annotated/Glenbow-Alberta Institute - Website Development/Glenbow-Alberta Institute - Website Development - Raw/AB-2025-04837-2025 Glenbow Website RFP Question Answers_20250805.pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Glenbow-Alberta Institute - Website Development\Glenbow-Alberta Institute - Website Development - Raw\AB-2025-04837-2025 Glenbow Website RFP Question Answers_20250805.pdf,177572,2026-06-10T03:00:56,pending,
3dda6db44c2a,glenbow_alberta_institute___website_development,Glenbow-Alberta Institute - Website Development,AB-2025-04837-2025_RFP_Glenbow_Website_Development_20250715.pdf,pdf,Tenders - Raw and Annotated/Glenbow-Alberta Institute - Website Development/Glenbow-Alberta Institute - Website Development - Raw/AB-2025-04837-2025_RFP_Glenbow_Website_Development_20250715.pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Glenbow-Alberta Institute - Website Development\Glenbow-Alberta Institute - Website Development - Raw\AB-2025-04837-2025_RFP_Glenbow_Website_Development_20250715.pdf,203023,2026-06-10T03:00:56,pending,
fe2e73adbd1d,learning_material_design,Learning Material Design,WCB - 25P.00014 Meeting Minutes.pdf,pdf,Tenders - Raw and Annotated/Learning Material Design/Learning Materials Design and Development Services _ 25P.00014 - Raw/WCB - 25P.00014 Meeting Minutes.pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Learning Material Design\Learning Materials Design and Development Services _ 25P.00014 - Raw\WCB - 25P.00014 Meeting Minutes.pdf,151224,2026-06-10T03:00:58,pending,
fe8595472b6d,learning_material_design,Learning Material Design,WCB - Addendum #1.pdf,pdf,Tenders - Raw and Annotated/Learning Material Design/Learning Materials Design and Development Services _ 25P.00014 - Raw/WCB - Addendum #1.pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Learning Material Design\Learning Materials Design and Development Services _ 25P.00014 - Raw\WCB - Addendum #1.pdf,107503,2026-06-10T03:00:56,pending,
a96278ce76ca,learning_material_design,Learning Material Design,WCB-25_1.PDF,pdf,Tenders - Raw and Annotated/Learning Material Design/Learning Materials Design and Development Services _ 25P.00014 - Raw/WCB-25_1.PDF,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Learning Material Design\Learning Materials Design and Development Services _ 25P.00014 - Raw\WCB-25_1.PDF,1121042,2026-06-10T03:00:58,pending,
3dc4bed60828,nov5alex___building_automation_system_service_provider,Nov5Alex - Building Automation System Service Provider,Building Automation System Service Provider Addendum 1.pdf,pdf,Tenders - Raw and Annotated/Nov5Alex - Building Automation System Service Provider/Building Automation System Service Provider - Raw/Building Automation System Service Provider Addendum 1.pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Nov5Alex - Building Automation System Service Provider\Building Automation System Service Provider - Raw\Building Automation System Service Provider Addendum 1.pdf,181976,2026-06-10T03:01:00,pending,
dbc9a68201fd,nov5alex___building_automation_system_service_provider,Nov5Alex - Building Automation System Service Provider,Building Automation System Service Provider Addendum 2.pdf,pdf,Tenders - Raw and Annotated/Nov5Alex - Building Automation System Service Provider/Building Automation System Service Provider - Raw/Building Automation System Service Provider Addendum 2.pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Nov5Alex - Building Automation System Service Provider\Building Automation System Service Provider - Raw\Building Automation System Service Provider Addendum 2.pdf,166767,2026-06-10T03:01:00,pending,
795bf436e41f,nov5alex___building_automation_system_service_provider,Nov5Alex - Building Automation System Service Provider,Building Automation System Service Provider RFP (2).pdf,pdf,Tenders - Raw and Annotated/Nov5Alex - Building Automation System Service Provider/Building Automation System Service Provider - Raw/Building Automation System Service Provider RFP (2).pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Nov5Alex - Building Automation System Service Provider\Building Automation System Service Provider - Raw\Building Automation System Service Provider RFP (2).pdf,1173934,2026-06-10T03:01:00,pending,
166372d3721c,nov5alex___business_analysis_services,Nov5Alex - Business Analysis Services,AB-2025-05867-Appendix A - RFP Contract.pdf,pdf,Tenders - Raw and Annotated/Nov5Alex - Business Analysis Services/Business Analysis Services - Raw/AB-2025-05867-Appendix A - RFP Contract.pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Nov5Alex - Business Analysis Services\Business Analysis Services - Raw\AB-2025-05867-Appendix A - RFP Contract.pdf,226185,2026-06-10T03:01:00,pending,
f5ca683d2f88,nov5alex___business_analysis_services,Nov5Alex - Business Analysis Services,AB-2025-05867-RFP No. EDC-25-09 BusinessAnalysis - 2025-09-08 (1).docx,docx,Tenders - Raw and Annotated/Nov5Alex - Business Analysis Services/Business Analysis Services - Raw/AB-2025-05867-RFP No. EDC-25-09 BusinessAnalysis - 2025-09-08 (1).docx,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Nov5Alex - Business Analysis Services\Business Analysis Services - Raw\AB-2025-05867-RFP No. EDC-25-09 BusinessAnalysis - 2025-09-08 (1).docx,609727,2026-06-10T03:01:00,pending,
9f9230de420c,nov5alex___cloud_based_enterprise_learning_management_system_(lms)_for_department_wide_use_at_public_safety_canada,Nov5Alex - Cloud-based Enterprise Learning Management System (LMS) for department wide use at Public Safety Canada,NPP - EN (1).pdf,pdf,Tenders - Raw and Annotated/Nov5Alex - Cloud-based Enterprise Learning Management System (LMS) for department wide use at Public Safety Canada/Cloud-based Enterprise Learning Management System (LMS) for department wide use at Public Safety Canada - Raw/NPP - EN (1).pdf,D:\Artificial intelligence\SDA\rfp_project_final\RFP_Project\data\raw\Tenders - Raw and Annotated\Nov5Alex - Cloud-based Enterprise Learning Management System (LMS) for department wide use at Public Safety Canada\Cloud-based Enterprise Learning Management System (LMS) for department wide use at Public Safety Canada - Raw\NPP - EN (1).pdf,212174,2026-06-10T03:01:02,pending,
